L_HUNDRED,STNAME,SEG_ID,CustCount,LAT,LNG
4600,N FRONT ST,640404,1,40.02114821982259,-75.1244369015872
100,W LURAY ST,640405,2,40.02084089969261,-75.12538989249512
4600,N FRONT ST,640491,2,40.020350760705874,-75.12460700782498
100,E COURTLAND ST,640518,1,40.01981435985732,-75.12347413366027
4600,A ST,640517,4,40.02010613109524,-75.12267680317207
4600,A ST,640431,2,40.02090237855986,-75.12251251923276
100,E WYOMING AVE,640350,3,40.0214425383998,-75.12338837925451
4600,RISING SUN AVE,640396,1,40.02089134281429,-75.1262831693132
100,W LURAY ST,640397,3,40.02092683903583,-75.12706903104446
4600,RISING SUN AVE,640445,1,40.020629739024294,-75.12639670403018
100,W ANNSBURY ST,640580,4,40.01924197953711,-75.12763831323593
1600,WAKELING ST,760091,8,40.01923406051123,-75.0783788810566
4900,DARRAH ST,660342,3,40.019335202667534,-75.07934049655678
1600,ALLENGROVE ST,760090,14,40.019414781895804,-75.08025750015388
4900,DARRAH ST,660343,3,40.018753459370494,-75.07988259509342
1600,HAWORTH ST,761316,14,40.01976451460909,-75.07790269368901
5000,DUFFIELD ST,660421,3,40.01912767434231,-75.07743163023126
5000,DUFFIELD ST,760533,10,40.01966404111259,-75.07694829115638
1700,DYRE ST,760571,2,40.01972845712295,-75.07632046121559
5100,DUFFIELD ST,760532,3,40.020185741562194,-75.07646619004699
1600,DYRE ST,760570,13,40.02031529025054,-75.07739605553729
4900,HAWTHORNE ST,660411,5,40.01787619093337,-75.07746542909936
1700,WAKELING ST,660428,4,40.01866158821104,-75.07729415420577
5000,HAWTHORNE ST,660432,11,40.018991329604745,-75.07643251974373
1700,BRIDGE ST,760549,7,40.01995048080603,-75.07364121056327
5300,CHARLES ST,760541,1,40.01983171465243,-75.0731216230135
1800,BRIDGE ST,760550,4,40.01929110828387,-75.07303431095164
4000,MAYWOOD ST,641337,13,40.00810080799614,-75.09986106686789
3900,L ST,641436,9,40.006970500938024,-75.10299268302273
4000,MARKLAND ST,641343,8,40.0080312572736,-75.09929670109712
1400,E LUZERNE ST,641352,4,40.00724769116631,-75.09909813057635
1400,E LUZERNE ST,641344,6,40.00732741676219,-75.09973802864256
1300,E LUZERNE ST,641333,6,40.00748927028642,-75.10102704789837
3800,M ST,641462,10,40.00657456145073,-75.1008803446942
1400,E LUZERNE ST,641338,6,40.00740463626027,-75.10035503456466
3900,HOWLAND ST,641428,8,40.00706267562864,-75.103705506531
4000,HOWLAND ST,641305,13,40.00855389620218,-75.10338513560482
1200,E LUZERNE ST,641306,4,40.00786064940582,-75.10384044737687
1300,E LYCOMING ST,641201,3,40.00916358429566,-75.10218824157462
1400,E LYCOMING ST,641219,2,40.00880464895899,-75.09941973557156
1400,E LYCOMING ST,641227,5,40.008723053956736,-75.09878186189373
4000,CASTOR AVE,641351,5,40.00793948695344,-75.09858329411985
4000,L ST,641309,9,40.008470283843195,-75.10269562480133
3800,DUNGAN ST,641473,16,40.00663296004979,-75.10227714755335
3800,GLENDALE ST,641467,9,40.00660985784695,-75.1016327611411
1300,E LUZERNE ST,641318,4,40.00767571157195,-75.1024533082291
1300,E LUZERNE ST,641329,2,40.007572754404364,-75.1016816479074
1400,E LYCOMING ST,641215,6,40.00888033383512,-75.10004065547535
4000,M ST,641332,7,40.00818416044788,-75.1005346270364
1300,E LYCOMING ST,641211,2,40.00896368510556,-75.10071152391687
4000,GLENDALE ST,641328,2,40.008268794206884,-75.10120394862116
4000,DUNGAN ST,641317,4,40.008339696619736,-75.10176916042589
1300,E LYCOMING ST,641205,5,40.009047316366605,-75.10136540794497
4400,SALMON ST,660189,11,39.998879170509305,-75.07260119275197
2700,PLUM ST,660201,8,39.99798211962331,-75.0732700368325
2700,ORTHODOX ST,660207,3,39.99768425749754,-75.07383494599618
4400,RICHMOND ST,660193,6,39.99745553021452,-75.07321361536573
2800,LEFEVRE ST,660241,2,39.998237503992506,-75.07073625075289
4400,E ALLEN ST,660861,2,39.997690969644225,-75.07084970754357
2800,WILMOT ST,660203,6,39.99783845420932,-75.0715121435243
4400,E ALLEN ST,660862,2,39.99735338595423,-75.07150045720242
2800,OVERINGTON ST,660204,6,39.99754581457477,-75.07208476272113
4400,RICHMOND ST,660192,3,39.99774454463529,-75.07266064199008
4400,RICHMOND ST,660148,1,39.99803088186678,-75.07209645328463
4500,RICHMOND ST,660145,2,39.999364948929404,-75.06948423157971
2700,BUCKIUS ST,660135,1,39.99981122327204,-75.06922227282617
2800,PLUM ST,660202,5,39.99725975624602,-75.0726339383041
4400,E ALLEN ST,660863,6,39.99706102602081,-75.07205806205322
2800,ORTHODOX ST,660208,6,39.99696761793453,-75.07318334884741
4400,E ALLEN ST,660206,1,39.996771842909574,-75.07260367607262
2800,ORTHODOX ST,660209,4,39.99641551376763,-75.07269380347473
4400,GARDEN ST,660200,21,39.99681510385425,-75.07133393187925
2800,ORTHODOX ST,660210,4,39.99599014600043,-75.07233275270102
2800,GILLINGHAM ST,660211,17,39.99619331386158,-75.07350823548994
100,E RUSCOMB ST,741375,1,40.02531563074523,-75.12293047411853
4300,DUNGAN ST,640986,8,40.013043707537314,-75.10097408077452
4200,J ST,641066,7,40.0120889803345,-75.10593153645286
4200,LAWNDALE ST,641071,5,40.01199993496878,-75.1052692214935
4200,K ST,641083,6,40.01184019390607,-75.10399553461339
4300,HOWLAND ST,640977,3,40.0132146147052,-75.10237744214635
1200,E CAYUGA ST,640874,3,40.01392666995591,-75.10188640770285
1200,E CAYUGA ST,640869,5,40.01400853584605,-75.10251893353485
4200,ELSINORE ST,641060,8,40.01218351575776,-75.10659218268572
4200,PALMETTO ST,641053,10,40.0122611505641,-75.10717423789357
4200,BENNINGTON ST,641074,30,40.01193018347259,-75.10464454051592
4200,CLARIDGE ST,641093,8,40.011711212403604,-75.10302010670105
4200,L ST,641098,8,40.01158848955794,-75.10204285731182
1100,E HUNTING PARK AVE,641072,2,40.01124849568344,-75.10576976081394
1000,E HUNTING PARK AVE,641067,1,40.011341242565834,-75.10643458478017
1100,E HUNTING PARK AVE,641075,1,40.011174568371075,-75.1051250406115
4100,J ST,641171,8,40.01050360599295,-75.10626987572232
4100,LAWNDALE ST,641177,4,40.01041771348073,-75.1056033507101
4100,BENNINGTON ST,641183,6,40.0103431219308,-75.10498765259015
4100,K ST,641189,7,40.01025453176651,-75.10433048782346
4100,L ST,641198,9,40.01000484112507,-75.10238702053903
3900,I ST,641389,11,40.00772648805899,-75.10886424488737
3900,PALMETTO ST,641394,13,40.007634105741346,-75.10815853488641
3900,J ST,641402,6,40.007478969398846,-75.10692699457955
3800,LAWNDALE ST,641486,10,40.00605982186955,-75.10653427142029
3900,ELSINORE ST,641398,10,40.007561077865184,-75.10758976690128
3800,ELSINORE ST,641496,3,40.006124716912865,-75.10789541408059
4000,BENNINGTON ST,641289,7,40.00880050435556,-75.10532589221805
3900,BENNINGTON ST,641410,8,40.00730793575443,-75.1056543154146
4000,K ST,641295,18,40.008718051025674,-75.10465109563665
3900,K ST,641415,16,40.00722386205354,-75.10497611181617
1100,E LUZERNE ST,641290,1,40.00809860219573,-75.10578840299347
700,E WESTMORELAND ST,642237,5,39.99848354160585,-75.11608313019545
3300,G ST,642236,3,39.998578614910805,-75.115062428875
3300,G ST,642198,1,39.9988831887597,-75.11500043034468
3300,G ST,642174,1,39.999142106392874,-75.11494525723775
500,E WILLARD ST,642256,1,39.99838399007388,-75.12034521191767
600,E THAYER ST,642085,20,39.99983337529173,-75.11779608768677
600,E WENSLEY ST,642135,7,39.999506071320056,-75.11786352944414
700,E CORNWALL ST,642175,4,39.999091945904084,-75.11595614815866
700,E WILLARD ST,642292,7,39.998084557041736,-75.11616906747608
3200,F ST,642315,1,39.99803467437812,-75.11717311804104
700,E MADISON ST,642333,15,39.99773192930988,-75.11624078030073
3300,I ST,642219,6,39.998910906512656,-75.11074999666614
800,E ONTARIO ST,642089,7,39.999702973501755,-75.11369250976571
900,E ONTARIO ST,642118,4,39.99934508591971,-75.11094287387648
900,E ONTARIO ST,642112,5,39.99940899502145,-75.11143513637973
900,E ONTARIO ST,642108,1,39.99946535516807,-75.11187890887244
3300,H ST,642168,3,39.999299357246414,-75.11266284056234
800,E THAYER ST,642169,12,39.999179456955844,-75.11381641669965
4900,N FAIRHILL ST,640035,3,40.026673355993076,-75.13368479774776
500,W RUSCOMB ST,741238,2,40.02748281243771,-75.13400547254558
500,W ROCKLAND ST,640036,1,40.025987836799004,-75.13433174112927
0,W ROOSEVELT BLVD,640182,2,40.02393205442775,-75.13426829822562
600,W ROOSEVELT BLVD,640271,1,40.02268404672054,-75.13641355619629
4800,N FAIRHILL ST,640073,6,40.02553345679008,-75.13397149188272
500,W ELEANOR ST,640081,6,40.02507633480144,-75.13355564781283
5100,ERDRICK ST,660453,4,40.018228854861576,-75.07310463392871
5100,WALKER ST,660907,7,40.017665495906364,-75.07289201602616
1900,BRIDGE ST,660456,2,40.017388938807166,-75.072014187602
1800,HAWORTH ST,660459,4,40.01697920456979,-75.07424264922321
1800,WAKELING ST,660442,4,40.01674308673742,-75.07488217989518
1800,HAWORTH ST,660458,1,40.01765932206359,-75.07449322906885
5000,WALKER ST,660463,1,40.01757581666072,-75.07404704052308
5000,COTTAGE ST,660438,4,40.01639053493749,-75.07438346790546
4900,VALLEY ST,660440,1,40.01665771618261,-75.07544690568567
5100,GLENLOCH ST,660496,3,40.01540670924971,-75.07162395434909
2000,BRIDGE ST,660494,5,40.01570639236537,-75.07137964688324
5200,BURTON ST,660502,7,40.0152966139123,-75.06912278578021
1800,FILLMORE ST,660410,4,40.015930304805366,-75.07725480240926
4800,MULBERRY ST,660418,4,40.01592202748098,-75.07812346664855
1600,HARRISON ST,660333,7,40.018062084391346,-75.07946803760144
4900,DUFFIELD ST,660423,7,40.01827211831922,-75.07821250289199
1600,FILLMORE ST,660350,4,40.018239914461276,-75.08134278496131
4800,FRANKFORD AVE,660335,5,40.018867270373605,-75.0817493468844
4800,DARRAH ST,660345,5,40.017545750845514,-75.08100900814301
1600,FOULKROD ST,660308,13,40.01735899814245,-75.08163800036458
4700,SALEM ST,660340,6,40.01712353490982,-75.08230745605177
4700,DARRAH ST,660346,8,40.016793615205486,-75.08170854789294
4700,DARRAH ST,660347,1,40.01623171173973,-75.08222742656037
1600,MARGARET ST,660356,14,40.01569384651736,-75.0816698762138
1800,WILMOT ST,660741,6,40.01352581300906,-75.07946155026447
1800,MEADOW ST,660379,1,40.013430860008505,-75.07989819240512
4600,HEDGE ST,660778,6,40.014382404147206,-75.08233857743612
1700,PLUM ST,660746,9,40.013968737899646,-75.0824086968187
1700,PLUM ST,660747,5,40.013694379161485,-75.08193166888789
4600,MULBERRY ST,660773,6,40.013399255863156,-75.08063936881216
4600,CLOUD ST,660745,5,40.012930317468445,-75.08002859919793
1800,PLUM ST,660750,1,40.012479501751905,-75.08035253735568
4600,MULBERRY ST,660774,3,40.01295393421999,-75.08136320280347
1800,ORTHODOX ST,660757,4,40.01232930639314,-75.08128125240769
4600,TACKAWANNA ST,660575,1,40.01211845434654,-75.08052441568782
1900,E THAYER ST,642424,6,39.99687548221333,-75.10764425295866
1900,E TIOGA ST,642214,4,39.99861871283718,-75.10497288544681
1900,E TIOGA ST,642268,5,39.99813355423273,-75.10455607033707
3400,EMERALD ST,642405,17,39.99729259607855,-75.1054803480033
1900,E ATLANTIC ST,642207,8,39.998924651124604,-75.10371327840855
3500,EMERALD ST,642206,2,39.9985890730406,-75.10302257894536
3500,EMERALD ST,642234,2,39.99831612750384,-75.1035401024288
1900,CLARENCE ST,642235,6,39.99867165411758,-75.10420183652526
3500,EMERALD ST,642267,2,39.99804044660923,-75.10406421980231
3400,JASPER ST,642303,4,39.99781694294448,-75.10719669340497
1800,E ONTARIO ST,642304,8,39.99835482176365,-75.10810624440717
1900,E ONTARIO ST,642406,3,39.996936128911514,-75.10683984154346
3400,HELEN ST,642361,10,39.99777709711953,-75.1059155855959
1900,E ONTARIO ST,642362,2,39.997424276091834,-75.1072719687371
2000,E ONTARIO ST,642437,2,39.996462469427584,-75.10641956753196
3400,JOYCE ST,642394,3,39.996999112885,-75.10422533108812
2000,E TIOGA ST,642388,3,39.99704005711487,-75.10358322224613
3400,FRANKFORD AVE,642429,7,39.996547986000074,-75.10377005942931
3500,JOYCE ST,642345,5,39.997533981549836,-75.10326258471144
3500,FRANKFORD AVE,642387,4,39.99696435536414,-75.10312753752802
3400,BRADDOCK ST,642436,3,39.99660848537674,-75.10557915761986
1600,LEWIS ST,641354,7,40.00726499593895,-75.09587725524398
4000,POTTER ST,641353,2,40.007358272890876,-75.09500455198989
1600,WORRELL ST,641311,8,40.00766638020093,-75.09578687218645
1600,WORRELL ST,641315,2,40.007525590613604,-75.0946518839119
4000,POTTER ST,641379,1,40.00694482815754,-75.09509829799944
1600,E LUZERNE ST,641380,3,40.00683877795155,-75.09597503366773
4100,SALEM ST,660931,6,40.007376731977075,-75.08977651248854
5400,HARBISON AVE,660516,2,40.015742797052134,-75.06750889526322
2100,E CHELTENHAM AVE,660650,4,40.01527032151674,-75.06315267077653
4800,VAN KIRK ST,660644,6,40.01507956121154,-75.06077074112595
5700,HEGERMAN ST,660615,7,40.015188652676535,-75.0612719086868
4800,VAN KIRK ST,660645,1,40.01456691316545,-75.06031622684137
4900,VAN KIRK ST,660646,3,40.014025483228664,-75.05983465606363
5800,TULIP ST,660624,2,40.014612932599185,-75.05948839209148
5700,TORRESDALE AVE,660533,6,40.01593012305783,-75.06262301835879
4700,VAN KIRK ST,660648,5,40.01606076465927,-75.061624144835
4700,VAN KIRK ST,660649,2,40.015563255012616,-75.06119078547262
5700,VANDIKE ST,660659,18,40.01540096865573,-75.06215380911283
2100,E CHELTENHAM AVE,660651,3,40.01478175379829,-75.0627194425063
5700,HEGERMAN ST,660616,6,40.01492165836835,-75.06179094782
5700,HEGERMAN ST,660617,2,40.01467704840165,-75.06227546435812
4800,ROSALIE ST,660658,10,40.01454837934476,-75.0618036441298
4800,E CHELTENHAM AVE,660652,4,40.01429138055928,-75.06229218744531
5700,KEYSTONE ST,660629,2,40.01347125584801,-75.0604777995253
5700,TULIP ST,660625,7,40.01405414789566,-75.06097770417207
2100,ANCHOR ST,660660,24,40.01475265498573,-75.06350841002762
2100,CARVER ST,660663,18,40.01449222394881,-75.06401204135021
2000,CARVER ST,660662,8,40.0155114734471,-75.06492755932524
5600,TULIP ST,660626,1,40.0136225980716,-75.06290033543934
5800,KEYSTONE ST,660628,2,40.014047636448105,-75.05899443446631
5900,TULIP ST,660623,6,40.01527003934074,-75.0582198604339
4800,COMLY ST,660637,1,40.01588432789095,-75.05776171313096
6000,VANDIKE ST,760180,1,40.017386536480984,-75.05846302867181
6000,KEYSTONE ST,660631,13,40.01547508439241,-75.05620584477717
4800,N FAIRHILL ST,640124,2,40.02480050535292,-75.13417873061296
2200,W LEHIGH AVE,520836,3,39.99566743043561,-75.16785607943302
2200,W LEHIGH AVE,520835,4,39.99573781158186,-75.16837544526103
2700,N BONSALL ST,521871,7,39.996702502567395,-75.16956076250827
2700,N RINGGOLD ST,521867,10,39.99691423983891,-75.17115071936988
2700,N TAYLOR ST,521866,4,39.996970500298865,-75.17162358736911
2400,W LEHIGH AVE,520780,2,39.996151383258294,-75.17155973560149
2800,N BAMBREY ST,521341,7,39.998717609884295,-75.17287941755387
2500,W SELTZER ST,521576,2,39.99752139330219,-75.1729010147683
2600,W SILVER ST,521622,2,39.99737903675936,-75.17456363718077
2700,W STERNER ST,521619,2,39.99723194902045,-75.17613771524778
2800,N 25TH ST,521834,6,39.99858294298392,-75.17184714776067
2700,N 25TH ST,521862,1,39.997626249975134,-75.17205386942281
2700,N 28TH ST,521850,2,39.99821921177158,-75.17664907518821
2500,W SOMERSET ST,520634,1,39.99786972263347,-75.17228233026233
2500,W SOMERSET ST,521832,2,39.99793510175375,-75.17280371074983
2500,W SILVER ST,521623,8,39.997170326704946,-75.17297286974454
2500,W STERNER ST,521620,6,39.99681990402967,-75.1730547064913
2600,W STERNER ST,522132,1,39.99703284316525,-75.17463682970524
2700,N 28TH ST,521852,1,39.99784716343463,-75.17673082802318
2700,W SILVER ST,521621,11,39.997579368943484,-75.17606163693452
2800,N NEWKIRK ST,522131,6,39.99895154478417,-75.17714614704494
2900,N TANEY ST,520640,11,40.00040892804808,-75.17414336468855
2900,N STILLMAN ST,521339,9,40.0001465371722,-75.17207551283396
2800,N MARSTON ST,521839,7,39.99907875255624,-75.17569985996133
2900,N MARSTON ST,521785,6,40.00018315411143,-75.17541303982208
2900,N BAILEY ST,520643,15,40.00034706736513,-75.17365967088143
2900,N 25TH ST,520618,9,40.00008020237691,-75.17152234564199
2900,N BAMBREY ST,521340,13,40.000219221388036,-75.17255379529006
3000,N 26TH ST,520637,8,40.00219217499971,-75.17270578170309
2900,N 29TH ST,521363,2,40.001617902219145,-75.177571016078
3000,N 25TH ST,520617,4,40.00117948255118,-75.17127065414323
3000,N 26TH ST,520639,28,40.00145175242579,-75.17287220745007
2500,W ALLEGHENY AVE,620248,1,40.00405998290943,-75.17200854378517
3100,N 26TH ST,520621,4,40.00330920807693,-75.17245424193635
2800,W ALLEGHENY AVE,620240,2,40.00466627135938,-75.17658303874587
2800,W ALLEGHENY AVE,620241,1,40.004587966334825,-75.17596684105293
3100,PENNOCK ST,520622,1,40.00364083607977,-75.17498190722458
2900,N 23RD ST,521800,29,39.999665866909304,-75.16834205348147
2400,W ELKHART ST,522125,1,40.00136405057483,-75.16999024185796
2400,W MAYFIELD ST,522126,4,40.001106900365926,-75.17004925098078
2100,W INDIANA AVE,521758,8,40.00015837924455,-75.16616159415223
2900,N 21ST ST,521805,2,39.99904037988728,-75.16517865319896
2800,N TAYLOR ST,521617,5,39.99850660093448,-75.17128543242379
2900,N VAN PELT ST,521804,3,39.999140280021386,-75.16596827056271
2100,W CAMBRIA ST,520692,1,39.99864587677573,-75.16649257932902
2100,W CAMBRIA ST,520693,2,39.99854474627681,-75.16569241973804
2800,N VAN PELT ST,521822,10,39.99784907459914,-75.16624910377588
2000,W CAMBRIA ST,520696,2,39.9982947951523,-75.16373320484142
2300,W INDIANA AVE,521767,1,40.00059326363023,-75.16948043417565
2900,N BONSALL ST,520729,16,39.999739052481964,-75.1688945091602
2900,N 24TH ST,520726,4,39.99987855587386,-75.16992403985128
2400,W ELKHART ST,521599,1,40.001427879524186,-75.17049660926612
0,N RINGGOLD ST,520719,1,40.001283026683325,-75.17039080663346
3000,N 24TH ST,520724,1,40.00118792216625,-75.1696486868708
3000,N 24TH ST,520725,4,40.000843872568275,-75.1697186217795
2100,W INDIANA AVE,521759,12,40.00005883942115,-75.16536417771003
2100,W STELLA ST,521605,9,39.999635914855375,-75.1654545015318
2900,N TAYLOR ST,520720,5,40.00000567868447,-75.17094384980363
1700,W HUNTINGDON ST,521903,1,39.99314564967448,-75.16102044432056
1500,W DAUPHIN ST,521035,1,39.98814921922639,-75.1579471221278
2300,N 15TH ST,521057,2,39.98884746565756,-75.15739502055384
2200,N 16TH ST,521400,3,39.987506522744766,-75.15930004466223
2100,N 15TH ST,521059,3,39.985722174412196,-75.15807532767715
2200,N 15TH ST,521058,13,39.98730203900316,-75.15772899771311
2200,N BANCROFT ST,521056,9,39.987579294653735,-75.15985393189584
1600,W SUSQUEHANNA AVE,521020,2,39.986751648001146,-75.15975138075973
2200,N CHADWICK ST,521568,8,39.98764054155771,-75.1603097775515
2300,N CARLISLE ST,521060,8,39.988742619214214,-75.15659978442865
2300,N COLORADO ST,521053,11,39.98932294489198,-75.16108780012935
2200,N COLORADO ST,521054,6,39.987779311622134,-75.16142442402735
2100,N 16TH ST,521043,1,39.98647424299284,-75.15953037596374
2000,N 15TH ST,520173,3,39.984629309245,-75.15831828871613
2000,N CARLISLE ST,520215,5,39.98409899567496,-75.15769835588348
2000,N 17TH ST,520195,1,39.984057042007215,-75.1616726376236
1600,PAGE ST,521578,3,39.98417935750487,-75.16083881050893
1500,PAGE ST,520193,9,39.9839780176706,-75.1592674742886
2000,N 15TH ST,520192,2,39.984096587117044,-75.15843483322375
1400,W NORRIS ST,520216,3,39.983386003375735,-75.15821514328489
2000,N 15TH ST,520209,3,39.983653605855416,-75.15852546425286
1500,W NORRIS ST,520210,1,39.983533243586756,-75.15935905592016
1700,W BERKS ST,520265,1,39.98238691206448,-75.16244057716752
2200,N BROAD ST,541659,4,39.98708967029204,-75.15610787308526
1500,FONTAIN ST,521585,4,39.984414428809714,-75.15917287465088
2900,N RINGGOLD ST,521602,9,39.99994325450376,-75.17047401756983
2100,W TORONTO ST,521757,1,40.00084285663898,-75.16561143196685
3100,N 23RD ST,620341,2,40.003075740160796,-75.16760298142029
3100,N HEMBERGER ST,620342,3,40.00299633770501,-75.16704721675056
3000,N 25TH ST,521772,1,40.001713794826266,-75.17115260623082
2400,W TORONTO ST,520718,11,40.001795487434784,-75.17032767633718
3000,N BONSALL ST,520728,11,40.001232211411605,-75.1685714954723
2300,W CLEARFIELD ST,521769,1,40.00199671482514,-75.16861531258662
2800,N RINGGOLD ST,520727,17,39.99844675008959,-75.1708115398964
2400,N SYDENHAM ST,522113,2,39.99066008633746,-75.157806543877
2400,N 16TH ST,522005,7,39.99053658899832,-75.15864288456632
1400,W YORK ST,541226,1,39.98943340484844,-75.15601699756516
1400,W YORK ST,522006,4,39.989540150809276,-75.15683671595099
1500,W YORK ST,522080,1,39.98964192820258,-75.15762193353336
1600,W YORK ST,522008,1,39.989965405147046,-75.16008899947715
2300,N 16TH ST,522078,4,39.989045423562345,-75.15896399460296
1500,W CUMBERLAND ST,520058,1,39.99123507321896,-75.15808786840824
1600,W YORK ST,520075,3,39.98991068740532,-75.15969555614053
2400,N 17TH ST,520843,11,39.99074157967631,-75.1602078007586
2400,N COLORADO ST,521567,3,39.99081335241798,-75.16076522764928
2400,N 15TH ST,520067,1,39.99054324022593,-75.15701618848267
2400,N 15TH ST,522001,2,39.99089885884797,-75.15694270628025
1400,W LETTERLY ST,522108,3,39.99065923960942,-75.15658550427626
2400,N CARLISLE ST,522002,1,39.99043682475299,-75.15623550652113
1400,W HAGERT ST,522107,1,39.9903208257813,-75.15666618994946
2400,N CARLISLE ST,521997,1,39.98987793788089,-75.15635835499548
2400,N 15TH ST,520082,1,39.98980938807876,-75.15718408572397
2400,N 15TH ST,520071,1,39.99020036493778,-75.15709415004328
1600,W CUMBERLAND ST,520055,2,39.99138533269983,-75.15925540877842
2400,N CHADWICK ST,522012,10,39.99067350902513,-75.15964665393038
2400,N MOLE ST,521331,1,39.99009766854336,-75.15828285843003
1600,W YORK ST,520078,1,39.9898769735639,-75.15946390157748
2400,N BANCROFT ST,522007,6,39.99060871482169,-75.15918723267879
2300,N SMEDLEY ST,522079,7,39.98914741406428,-75.15974823810166
2600,N 16TH ST,521899,3,39.99316476012022,-75.15806444941487
2400,N CARLISLE ST,522000,1,39.99079185901512,-75.15615564093314
1800,W HUNTINGDON ST,521906,1,39.993216195184274,-75.16157179187044
1500,W HUNTINGDON ST,520040,1,39.992626412728285,-75.15696351061696
2500,N 18TH ST,520864,29,39.992438174019604,-75.16145484278158
1500,W FIRTH ST,520052,4,39.99157761029028,-75.1572024621803
2400,N BOUVIER ST,520866,5,39.99087218102075,-75.16122449357849
1700,W HUNTINGDON ST,520845,1,39.99307962360804,-75.16051550193683
0,S 18TH ST,220344,2,39.910196350648526,-75.17835265912166
3100,S 18TH ST,220037,1,39.91016879287676,-75.17818338732023
3100,S 17TH ST,220325,3,39.910291006908615,-75.17725164792765
1700,W ALLEGHENY AVE,620088,2,40.00233881286497,-75.15858530715509
1500,W ALLEGHENY AVE,620090,2,40.001915934845606,-75.15534298265625
3100,N 17TH ST,520756,1,40.001542187288585,-75.1578542680602
1600,W TORONTO ST,521747,6,40.00009106235581,-75.15736167261309
1400,W TORONTO ST,540029,2,39.999390253867595,-75.15388461803396
1400,W TORONTO ST,520770,1,39.99949347147866,-75.15469385959884
1400,W ALLEGHENY AVE,620091,3,40.00169317145107,-75.15362780242307
3000,N 15TH ST,521744,1,39.99894812630705,-75.155182364528
1500,W INDIANA AVE,521810,1,39.99880016592649,-75.15571078040001
1400,W RUSH ST,540322,4,39.99609501149054,-75.15485301773587
2700,N 16TH ST,521888,4,39.994639782041,-75.15773201070402
2800,N BROAD ST,540321,1,39.99639598646064,-75.15406577332993
1400,W LEHIGH AVE,540601,2,39.99405187782293,-75.15541091360454
1500,W LEHIGH AVE,520755,1,39.994196661975465,-75.15651006368797
2700,N OPAL ST,521882,6,39.995907765734614,-75.16337238769863
1700,W LEHIGH AVE,520749,1,39.99456764827299,-75.1596451419753
1900,W LEHIGH AVE,520744,1,39.99509678857985,-75.16336946189683
1600,W LEHIGH AVE,520752,5,39.99437196717028,-75.15807753682319
2900,N 19TH ST,521392,1,39.99880848585079,-75.16169505590612
2800,N 19TH ST,520682,3,39.99731244407925,-75.16202245059992
2000,W CAMBRIA ST,520695,2,39.998372054712924,-75.16435588383469
3000,N 21ST ST,521755,4,40.000374779573676,-75.1648914544337
3000,N 21ST ST,520732,2,40.00111652794349,-75.16472223391997
2600,N BROAD ST,540818,1,39.9931548894017,-75.15477115541013
1500,N BOUVIER ST,520594,8,39.97729640530388,-75.16395015894201
1400,N BOUVIER ST,521294,9,39.97589716237621,-75.16425290149282
1600,N SYDENHAM ST,520566,6,39.97830835412977,-75.16050207669373
1500,W OXFORD ST,520569,2,39.977549584086006,-75.16025610609036
1700,W OXFORD ST,520548,5,39.978057437382546,-75.16418730547234
1500,N 18TH ST,520592,13,39.97739105723024,-75.16473699305007
1800,W OXFORD ST,520533,3,39.978264064563255,-75.16576739812467
1500,N 19TH ST,520589,10,39.97760221438486,-75.16631419152263
1600,N 21ST ST,520505,2,39.978996322980855,-75.16955101093808
2000,TURNER ST,520489,2,39.97911280265405,-75.16856346356897
1500,N LAMBERT ST,521462,1,39.97775046646389,-75.16887376000741
1400,N 21ST ST,521240,5,39.97715006727234,-75.16995104607341
2100,RIDGE AVE,520535,1,39.978571287879845,-75.17013331295765
2000,RIDGE AVE,521272,1,39.9769993255124,-75.16924924181909
1400,N 21ST ST,521242,1,39.97650125038138,-75.17009546987966
1400,N 21ST ST,521243,2,39.976164033987395,-75.17016567853368
1600,N 18TH ST,520539,4,39.97881588817358,-75.16442888428965
1600,N 19TH ST,520497,2,39.97899720360076,-75.16600920392072
2100,N WOODSTOCK ST,520999,8,39.986836279002816,-75.16658368698778
2100,N 21ST ST,520994,3,39.986986628927454,-75.16780660649638
2000,W SUSQUEHANNA AVE,520967,1,39.9877175669853,-75.16731065182677
2200,N 19TH ST,521006,4,39.98811798778563,-75.16401567325032
2200,N 20TH ST,521001,3,39.98831739300207,-75.16559096105165
2200,N 21ST ST,520993,2,39.988559946215574,-75.16746297560942
2200,N VAN PELT ST,520990,11,39.98866147158654,-75.16825444443545
2300,N 19TH ST,521005,9,39.98966326038289,-75.16367398873659
2300,N 20TH ST,521000,6,39.98985817503487,-75.16525518944661
2300,N GRATZ ST,521008,21,39.98958325014474,-75.16311552374273
2300,N WOODSTOCK ST,521558,20,39.98993882652458,-75.16590755599884
2200,N WOODSTOCK ST,520998,15,39.98840033077071,-75.16624321560563
2200,N LAMBERT ST,520996,16,39.98846979060083,-75.16680625470721
2300,N 18TH ST,520949,8,39.989454564044145,-75.16211199673582
2500,N CLEVELAND ST,522106,8,39.99251105764354,-75.16201322986025
2300,N LAMBERT ST,520995,6,39.99001137172665,-75.16646958705348
2000,W YORK ST,522072,2,39.99080280828093,-75.1666361010876
2000,W YORK ST,522073,2,39.99072080501582,-75.16602647440736
2400,N 18TH ST,520865,15,39.990944796863324,-75.16178320929299
2400,N CLEVELAND ST,521563,6,39.99102398893601,-75.16233723822828
